ttl_mean,ttl_variance,src_ip_entropy,tcp_window_size_mean,tcp_window_size_std,tcp_options_hash,packet_size_mean,packet_size_std,interarrival_mean,interarrival_variance,flow_duration,packets_per_second,bytes_per_packet,retransmission_ratio,label
101.99189828106061,26.54478417240801,5.432601378055508,16593.735647977715,2706.9472604607313,7171839.0,699.8269401172743,432.231830916872,0.07631785452838892,0.013722730842357192,10.018595759187395,183.18025192368714,622.4700843430111,0.10691035185718056,0
203.27193840221736,39.0556563643088,5.831807056623842,43429.194088525015,855.6340358877483,1896310.0,867.1557346174494,433.78916637021655,0.08415106434390782,0.016661042523183317,8.624711129547,170.45027456630004,1422.925164694752,0.06945063943253237,0
153.68247951188957,29.89440078332426,5.545988322420867,5836.703617053201,4704.576646633175,1710413.0,1454.2036171225855,402.83805987330885,0.05301466239542029,0.012513979192715947,2.5480669561466414,146.6991681156735,623.4291612346093,0.11595466849516171,0
126.69813852786385,0.25476330019211946,2.526749288708036,64626.419890073994,204.3499167788588,5160665.0,734.9054462984129,35.12167126630881,0.014336531770899764,0.0003635332166052007,31.61619565200304,74.44280659686379,865.4538911156313,0.015188132366351196,1
62.75064627080876,0.8762279064015255,1.9998587184026144,60023.811788422405,73.91294338559888,6375046.0,835.9708626182825,32.8400832480026,0.011901152839310685,0.0007011043701415149,32.15856871925905,74.18908623570537,819.3261638043331,0.006605064891047236,1
127.86264619737068,0.08456370679155795,1.9932111997634419,66446.72936889366,7.611005492582507,3860614.0,773.3076785902757,40.943155171327604,0.011743333465853599,0.00026357564926880663,39.252900004027126,83.17948633631113,794.1494084320169,0.01293046817542672,1
199.83329723379842,9.852537558816849,6.293791922896695,61175.26680463498,3786.39063361705,1157496.0,1304.3504102662366,570.3377396424709,0.055379637772442036,0.012242666531742562,9.874660438057411,221.09923304713234,1264.9012798568708,0.026821821088896997,0
150.43776449140162,52.61169533211099,5.997887722350014,47715.39799984676,3801.270066994071,5953046.0,788.0389256301282,331.51421964354745,0.07209230919784654,0.006792286700301123,11.05234337666133,123.05966027770334,93.18593966113008,0.11236598070528594,0
226.43432856903434,40.75449883501895,5.542970506382839,46628.42905837234,4551.02849173073,4593557.0,1019.2373061582175,408.3751707607945,0.030944508217960374,0.0028818473358308075,17.809759021864036,459.1747407946652,1293.848268884161,0.12184716166058916,0
46.10135617795204,48.631344805284215,6.374706626966896,32629.009716655386,5808.815098848135,8165069.0,1215.4593838902235,459.08131670533237,0.03678325338481572,0.015133098976455425,18.08734458594894,297.7368908443657,115.35118618245548,0.10772310888436204,0
64.77526901421463,0.29652284770778015,1.7489527640415548,63721.20324959849,38.00910040046827,3246735.0,814.599825198844,10.08453267041218,0.010437514426933874,0.0002127367527894956,34.63314280854909,75.6576845734678,721.8135581378671,0.018925269305594877,1
128.409153871554,0.6540132561281404,2.1186793728444786,63290.204704357624,205.46743815611467,9907153.0,874.0781557095239,53.34849044865299,0.011534949891265477,0.0006250740416890285,26.781058128983506,75.31381162040154,769.564276691783,0.014934782094608608,1
63.88769002183249,0.5024557325117649,3.1537137220689857,64270.65023626274,953.5249357910848,8029353.0,805.0166303866717,33.6907301977928,0.011923264430709624,0.0037661694484924417,26.348611628975647,50.87319152849818,839.8181208153048,0.019121553026878266,1
127.68754309257255,0.9055845832535157,1.5426395103207542,63764.38138591514,171.87776327681794,4101387.0,874.0428585124598,4.955231389600598,0.0032878191286160787,0.000936669138822375,28.02797667093245,69.1477872282493,799.4319744817578,0.03528895036281378,1
128.27022699157246,0.662939529209932,1.8256588548558645,62801.604385296865,137.1224419881256,1113098.0,826.4248037333507,34.095505924649665,0.011855741405310148,0.0003439421575762639,35.68493998984229,67.77598417397877,775.1057414696486,0.01745428021446134,1
30.81336830941634,36.33779706320671,5.604376935375819,31352.954542461957,2627.9904127556338,4871647.0,1431.9177094301556,294.1802263523921,0.03998440266677696,0.01755780934748733,21.38322366035106,347.3127657063453,296.2597260124818,0.09827126766156961,0
255.84397120163436,0.6472040145978075,1.2043216913477286,65829.63041622736,0.1511726681562351,6371535.0,916.0525074206255,43.00007962327383,0.0040493293581054714,0.0006637975619872645,35.923686925537645,82.1557135235228,859.3253196046466,0.005199806658301636,1
63.789777418787246,1.052930978358586,1.4584679849730349,63291.16594547906,269.77877405091624,7271829.0,817.1393391031677,66.52637992770768,0.007804824267929994,0.0010072739531138007,44.42649559529969,85.35700893590634,805.4797529252712,0.002657984659212643,1
37.29885705262055,28.36034804926822,5.717571726482326,40884.28047657916,1239.5646636477895,3095380.0,605.8559955890615,492.7129323458065,0.04426091451817684,0.01953321223995372,18.13295883145143,214.0949829651688,312.64890288822835,0.05334637846509201,0
230.1466115227356,60.94878867771069,5.841392954327295,60751.764330330894,5226.906359127481,3729582.0,992.1673965736662,353.4055460322348,0.015711674333329352,0.005897353164274073,0.27096985724216793,321.53355271528625,381.8183750320949,0.0403900338120956,0
135.75814672962258,31.001697758274982,5.632807844064655,48623.227008781185,5000.769285996926,5841625.0,1222.9480031417593,366.89249086911065,0.06451920986669732,0.017432008777131795,9.73925771749714,196.45129556884837,1347.7553462935946,0.054734362254287974,0
190.4079051744847,26.09360524650301,5.23947810946426,59614.58232050515,3794.282839657032,3967026.0,408.8906155089786,114.50488485760485,0.05986450032734251,0.0022196510035642613,41.62478865851679,353.78717965568705,429.2041820462261,0.10150020657081696,0
127.4788199509511,1.2048088886192851,1.7753380189059216,64831.07141831691,14.117332476939453,9823899.0,859.9291257745011,36.69511117372011,0.01030773414494289,0.0005376322278939419,24.5527659632169,85.11870878865201,810.8164659995963,0.0014911758750194223,1
65.33388683330827,2.905379853180572,2.7925599851776304,41325.72406031547,4330.992974569542,8684551.0,831.7801011667815,500.04027644075893,0.04813026577391573,0.010444418280397737,7.242310621748875,259.2989996697861,1453.2995350967617,0.12359220571451557,0
254.7923577650264,1.2424239525266816,1.2076948409286827,64879.956726692595,128.44175472023076,3829461.0,885.5732534704545,44.4320026203611,0.01070611356622875,0.000826705648589154,32.48821966372242,83.89965781260611,747.448869957179,0.02194470886078314,1
64.7706005813669,0.90119876018029,1.7497272909480401,65563.29645991477,137.2083387537171,4280921.0,853.3236944465389,35.26519436739079,0.012347438048766278,0.0005470518454336711,39.58090006509388,103.25871291402642,895.895204038339,0.008735129906577103,1
151.27443373066976,35.20601421968558,4.857018107483391,48835.76709970025,3082.361616251166,7688798.0,1499.5925788903025,460.9101621734968,0.04086893610918305,0.010573615958633759,7.401871947967673,196.89825038876646,1138.9963880611517,0.04532978938126042,0
64.25628053933536,0.5840776642434764,1.1982661583720409,66334.27013200468,61.70638207419238,8225223.0,672.6289120046893,52.72801761190734,0.014447377332893556,0.0003220662110809065,31.96628620695418,97.96039920144595,897.6564391323939,0.0168998627344246,1
213.61962867216945,32.934515324771255,4.93223325874109,42945.92190858286,3066.3536472411943,6872028.0,867.4975705265156,414.00418166208084,0.02604715165201407,0.01948768565963673,15.33184178426407,306.0608325339207,463.3539752440102,0.02077976721186449,0
72.74111154630086,53.66995982714488,5.813661938066772,18739.93702587251,1907.9475611247663,1185014.0,767.2061113480487,432.15552503295277,0.024963241831646395,0.018688457428310268,11.615874622390898,171.07196644623588,493.7927993899357,0.03233071484990658,0
113.65766796121343,28.646042872197075,4.89141318068271,3898.405755456194,1320.8391141997472,8562467.0,473.1113079275429,352.2355590015575,0.008298597516822395,0.020598537898693654,9.079314017852402,375.8441511144674,983.9953261319457,0.08779058779291157,0
